,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,pypi_monthly_downloads,trending,updated_github_id,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,True,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,35,notebook,jupyter/notebook,conda-forge/jupyter,jupyter/datascience-notebook,https://github.com/jupyter/notebook,2015-04-09 06:58:03.000,2022-02-03 00:32:03.866674,2022-01-25 19:27:14,3563.0,2019.0,2325.0,9684.0,12132.0,2022-01-25 19:28:28,6.4.8,4568.0,347950.0,29.0,135509.0,135509.0,573.0,https://pypi.org/project/notebook,https://anaconda.org/conda-forge/jupyter,2021-11-18 11:10:17.899,1761212.0,https://hub.docker.com/r/jupyter/datascience-notebook,2022-02-03 00:32:03.866674,898.0,26158438.0,1.0,,,,,,,,,,,,,
2,ipython,True,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,34,ipython,ipython/ipython,conda-forge/ipython,,https://github.com/ipython/ipython,2010-05-10 04:46:06.000,2022-02-01 20:02:41.000000,2022-02-01 20:02:15,4145.0,1492.0,5353.0,15207.0,25822.0,2021-01-30 02:36:56,7.18.1,318314.0,139496.0,67.0,249259.0,249259.0,867.0,https://pypi.org/project/ipython,https://anaconda.org/conda-forge/ipython,2022-01-20 01:10:17.723,9546361.0,,,,,1.0,,,,,,,,,,,,,
3,JupyterLab,True,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,34,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,,https://github.com/jupyterlab/jupyterlab,2016-06-03 20:09:17.000,2022-02-03 14:08:20.000000,2022-02-03 08:28:46,2151.0,1970.0,4407.0,11781.0,24078.0,2022-01-13 18:47:11,3.2.8,29708.0,75201.0,249.0,55798.0,55798.0,465.0,https://pypi.org/project/jupyterlab,https://anaconda.org/conda-forge/jupyterlab,2022-01-26 17:42:40.449,5080033.0,,,,,1.0,,,,,,,,,,,,,
4,bokeh,True,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,30,bokeh,bokeh/bokeh,conda-forge/bokeh,,https://github.com/bokeh/bokeh,2012-03-26 15:40:01.000,2022-02-01 22:28:06.000000,2022-02-01 22:28:03,3781.0,683.0,6130.0,15933.0,,,,,111155.0,44.0,44380.0,44380.0,596.0,https://pypi.org/project/bokeh,https://anaconda.org/conda-forge/bokeh,2021-11-22 21:24:20.205,6447019.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,,
5,pandas-profiling,True,Create HTML profiling reports from pandas DataFrame..,https://github.com/pandas-profiling/pandas-profiling,,widgets,30,pandas-profiling,pandas-profiling/pandas-profiling,conda-forge/pandas-profiling,,https://github.com/pandas-profiling/pandas-profiling,2016-01-09 23:47:55.000,2022-01-31 15:53:26.000000,2022-01-26 14:54:26,1197.0,101.0,437.0,8459.0,922.0,2021-09-27 23:08:38,3.1.0,,2807.0,31.0,6554.0,6554.0,85.0,https://pypi.org/project/pandas-profiling,https://anaconda.org/conda-forge/pandas-profiling,2021-09-28 13:50:05.966,185307.0,,,,,1.0,MIT,,,,,,,,,,,,
6,ipywidgets,True,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,30,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,,https://github.com/jupyter-widgets/ipywidgets,2015-04-17 20:29:25.000,2022-02-03 06:36:17.000000,2022-02-01 18:21:16,769.0,553.0,1165.0,2413.0,7336.0,2021-02-07 22:09:48,7.6.3,,167497.0,33.0,3129.0,3129.0,188.0,https://pypi.org/project/ipywidgets,https://anaconda.org/conda-forge/ipywidgets,2021-12-23 21:54:46.131,4325376.0,,,,,1.0,BSD-3-Clause,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,105706.0,,,,,,,,,
7,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,29,panel,holoviz/panel,conda-forge/panel,,https://github.com/holoviz/panel,2018-08-23 12:14:24.000,2022-02-03 13:52:46.000000,2022-02-03 13:39:54,223.0,476.0,1137.0,1612.0,1850.0,2021-12-09 16:47:15,0.12.6,,9099.0,37.0,2664.0,2664.0,86.0,https://pypi.org/project/panel,https://anaconda.org/conda-forge/panel,2021-12-09 19:00:04.193,363987.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,,
8,nbconvert,True,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,29,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,,https://github.com/jupyter/nbconvert,2015-04-09 06:58:23.000,2022-02-03 10:46:49.000000,2022-01-28 12:42:38,460.0,391.0,566.0,1257.0,,2022-01-03 20:34:13,6.4.0,,79926.0,27.0,133295.0,133295.0,237.0,https://pypi.org/project/nbconvert,https://anaconda.org/conda-forge/nbconvert,2022-01-26 23:13:31.149,5594850.0,,,,,1.0,,,,,,,,,,,,,
9,qtconsole,True,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,29,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,,https://github.com/jupyter/qtconsole,2015-04-09 06:59:10.000,2022-02-03 08:36:49.000000,2022-01-08 18:46:46,161.0,99.0,195.0,297.0,1818.0,,,,32545.0,31.0,92604.0,92604.0,112.0,https://pypi.org/project/qtconsole,https://anaconda.org/conda-forge/qtconsole,2021-12-30 15:08:07.413,2245630.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,,
10,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,29,nbformat,jupyter/nbformat,conda-forge/nbformat,,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000,2022-01-24 18:38:27.000000,2022-01-24 18:38:26,119.0,46.0,65.0,161.0,763.0,2021-04-02 04:40:43,5.1.3,,14975636.0,13.0,139079.0,139079.0,61.0,https://pypi.org/project/nbformat,https://anaconda.org/conda-forge/nbformat,2021-04-02 17:08:52.492,7046439.0,,,,,1.0,,,,,14874973.0,2.0,,,,,,,
11,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,28,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000,2022-01-22 10:36:35.000000,2022-01-20 16:24:54,298.0,172.0,292.0,1217.0,991.0,2021-12-06 12:32:04,0.15.0,,53038.0,61.0,1426.0,1426.0,74.0,https://pypi.org/project/ipyleaflet,https://anaconda.org/conda-forge/ipyleaflet,2021-12-09 18:45:12.043,788550.0,,,,,1.0,MIT,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,41610.0,,,,,,,,,
12,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,28,ipympl,matplotlib/ipympl,,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000,2022-01-22 06:52:56.000000,2022-01-20 10:00:33,173.0,98.0,132.0,1215.0,434.0,2022-01-20 10:01:49,0.8.7,,45908.0,23.0,2477.0,2477.0,26.0,https://pypi.org/project/ipympl,,,,,,,,1.0,BSD-3-Clause,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,45908.0,,,,,,,,,
13,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,28,nbclient,jupyter/nbclient,conda-forge/nbclient,,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000,2022-01-31 22:14:18.000000,2022-01-31 22:14:18,39.0,22.0,55.0,84.0,260.0,2022-01-13 20:36:33,0.5.10,16.0,14147489.0,16.0,42118.0,42118.0,30.0,https://pypi.org/project/nbclient,https://anaconda.org/conda-forge/nbclient,2022-01-14 07:18:53.194,2681998.0,,,,,1.0,,,,,14035738.0,,,,,,,,
14,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,26,jupytext,mwouts/jupytext,conda-forge/jupytext,,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000,2022-02-03 09:10:01.000000,2022-01-11 08:23:50,317.0,59.0,432.0,5179.0,,2022-01-11 08:24:48,1.13.6,,17797.0,100.0,2361.0,2361.0,67.0,https://pypi.org/project/jupytext,https://anaconda.org/conda-forge/jupytext,2022-01-11 15:40:25.503,263566.0,,,,,1.0,MIT,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,11039.0,,,,,,,,,
15,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,26,bqplot,bqplot/bqplot,conda-forge/bqplot,,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000,2022-02-03 14:14:37.000000,2022-02-03 08:23:14,429.0,203.0,355.0,3229.0,3478.0,2022-01-07 12:38:39,0.12.32,,35409.0,55.0,29.0,29.0,56.0,https://pypi.org/project/bqplot,https://anaconda.org/conda-forge/bqplot,2022-01-07 13:02:09.921,919081.0,,,,,2.0,Apache-2.0,bqplot,https://www.npmjs.com/package/bqplot,22089.0,,,,,,,,,
16,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,26,nikola,getnikola/nikola,,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000,2022-01-09 12:06:53.000000,2022-01-09 12:06:52,337.0,35.0,2039.0,2248.0,10249.0,2021-12-27 18:23:21,8.2.0,,,74.0,401.0,401.0,223.0,https://pypi.org/project/nikola,,,,,,,,1.0,MIT,,,,,,,,,,,,
17,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,25,,jupyter/docker-stacks,,jupyter/scipy-notebook,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000,2022-02-03 13:29:19.000000,2022-02-02 20:36:03,2472.0,51.0,669.0,6803.0,2556.0,,,,1043602.0,,,,212.0,,,,,https://hub.docker.com/r/jupyter/scipy-notebook,2022-02-03 00:01:18.780255,332.0,82444625.0,2.0,BSD-3-Clause,,,,,,,,,,,,
18,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract_on_jupyter,nteract/nteract,,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000,2022-01-24 16:45:48.000000,2022-01-24 16:45:47,517.0,149.0,1519.0,5743.0,10501.0,2021-01-26 05:18:38,0.28.0,1299954.0,18839.0,66.0,,,174.0,https://pypi.org/project/nteract_on_jupyter,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,,
19,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,25,voila,voila-dashboards/voila,conda-forge/voila,,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000,2022-02-03 10:44:24.000000,2022-02-01 10:22:43,373.0,229.0,335.0,3896.0,,2022-01-27 14:19:16,0.3.1,144.0,52981.0,54.0,5918.0,5918.0,56.0,https://pypi.org/project/voila,https://anaconda.org/conda-forge/voila,2022-01-27 14:46:27.170,160872.0,,,,,2.0,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,3276.0,45656.0,,,,,,,,
20,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,25,dtale,man-group/dtale,conda-forge/dtale,,https://github.com/man-group/dtale,2019-07-15 09:34:48.000,2022-02-03 03:59:31.000000,2022-02-03 03:59:31,227.0,44.0,399.0,2972.0,561.0,2021-11-16 03:33:21,1.61.0,,59097.0,103.0,282.0,282.0,20.0,https://pypi.org/project/dtale,https://anaconda.org/conda-forge/dtale,2021-11-18 04:41:08.411,104108.0,,,,,2.0,LGPL-2.1,,,,54760.0,,,,,,,,
21,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,25,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000,2022-01-26 02:39:28.000000,2021-06-29 17:43:55,227.0,99.0,37.0,1479.0,253.0,,,,2021.0,3.0,2658.0,2658.0,44.0,https://pypi.org/project/ipython-sql,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,133411.0,,,,,1.0,MIT,,,,,,,,,,,,
22,JupyterLab LSP,True,Coding assistance for JupyterLab (code navigation + hover..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,25,,krassowski/jupyterlab-lsp,,,https://github.com/jupyter-lsp/jupyterlab-lsp,2019-08-17 11:34:22.000,2022-01-22 12:26:09.000000,2022-01-22 12:26:09,84.0,130.0,256.0,1166.0,2329.0,2022-01-01 02:38:14,3.10.0,,6488.0,40.0,113.0,113.0,38.0,,,,,,,,,1.0,BSD-3-Clause,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,6488.0,,,jupyter-lsp/jupyterlab-lsp,,,,,,
23,IPython Kernel,True,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,25,ipykernel,ipython/ipykernel,ipykernel,,https://github.com/ipython/ipykernel,2015-04-09 07:44:14.000,2022-02-03 13:58:34.000000,2022-02-01 23:43:06,279.0,194.0,183.0,448.0,,2022-02-01 23:44:24,6.8.0,232.0,3241.0,29.0,151395.0,151395.0,148.0,https://pypi.org/project/ipykernel,https://anaconda.org/anaconda/ipykernel,2022-01-20 12:21:12.773,241245.0,,,,,1.0,,,,,,,,,,,,,
24,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,24,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,jupyterhub/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000,2022-02-02 13:07:04.000000,2022-01-31 22:57:45,1588.0,174.0,1882.0,6858.0,,,,,34080.0,27.0,1616.0,1616.0,266.0,https://pypi.org/project/jupyterhub,https://anaconda.org/conda-forge/jupyterhub,2022-01-25 15:31:44.838,491204.0,https://hub.docker.com/r/jupyterhub/jupyterhub,2022-01-31 23:35:37.656348,303.0,2480542.0,2.0,,,,,,,,,,,,,
25,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,24,perspective-python,finos/perspective,,,https://github.com/finos/perspective,2017-11-02 16:27:54.000,2022-02-02 18:36:48.000000,2022-02-01 23:34:25,430.0,61.0,424.0,4194.0,5016.0,,,,2223.0,,224.0,224.0,65.0,https://pypi.org/project/perspective-python,,,,,,,,1.0,Apache-2.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2223.0,,,,,,,,,
26,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,nbdev,fastai/nbdev,,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000,2022-02-03 13:16:26.000000,2022-01-26 23:07:05,320.0,80.0,273.0,3113.0,1294.0,2021-10-29 23:19:34,1.1.23,,49431.0,18.0,,,62.0,https://pypi.org/project/nbdev,,,,,,,,1.0,Apache-2.0,,,,49431.0,,,,,,,,
27,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/maartenbreddels/ipyvolume,,widgets,24,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000,2021-11-04 16:00:54.000000,2021-11-01 12:36:42,209.0,162.0,127.0,1709.0,970.0,2018-06-11 13:56:17,0.4.5,,7909.0,16.0,671.0,671.0,39.0,https://pypi.org/project/ipyvolume,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,338154.0,,,,,2.0,MIT,ipyvolume,https://www.npmjs.com/package/ipyvolume,2274.0,,,,,,,,,
28,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,24,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000,2021-12-16 20:46:07.000000,2021-09-09 18:47:00,366.0,129.0,257.0,1087.0,1163.0,2021-08-27 16:28:41,0.19.1,,43510.0,15.0,226.0,226.0,54.0,https://pypi.org/project/sparkmagic,https://anaconda.org/conda-forge/sparkmagic,2021-08-17 12:12:12.530,38336.0,,,,,1.0,,,,,42801.0,,,,,,,,
29,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,24,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000,2022-01-23 19:20:42.000000,2022-01-23 19:20:41,202.0,84.0,419.0,1034.0,1738.0,2022-01-14 16:35:03,0.34.2,,3122.0,37.0,14.0,14.0,69.0,https://pypi.org/project/jupyterlab-git,https://anaconda.org/conda-forge/jupyterlab-git,2022-01-14 18:45:44.379,118657.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,,
30,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,24,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,159.0,164.0,260.0,1030.0,2157.0,2019-12-04 15:06:08,1.1.18,,1284.0,19.0,226.0,226.0,33.0,https://pypi.org/project/pixiedust,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,34689.0,,,,,1.0,Apache-2.0,,,,,,,,,,,,
31,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,23,papermill,nteract/papermill,conda-forge/papermill,,https://github.com/nteract/papermill,2017-07-06 17:17:53.000,2022-01-26 15:15:46.000000,2022-01-24 15:25:03,340.0,97.0,233.0,4531.0,,,,,5263.0,17.0,1893.0,1893.0,98.0,https://pypi.org/project/papermill,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,221075.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,,
32,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,23,RISE,damianavila/RISE,conda-forge/rise,,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000,2021-12-23 15:55:32.000000,2021-11-26 23:05:35,368.0,135.0,280.0,3182.0,739.0,,,,3885.0,9.0,1754.0,1754.0,40.0,https://pypi.org/project/RISE,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,186497.0,,,,,2.0,,,,,,,,,,,,,
33,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,23,,gopherdata/gophernotes,,gopherdata/gophernotes,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000,2022-01-26 09:01:53.000000,2022-01-26 09:01:53,213.0,44.0,122.0,3157.0,392.0,2022-01-09 15:20:57,0.7.4,40.0,1159.0,16.0,7.0,7.0,28.0,,,,,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,84650.0,1.0,MIT,,,,,,,github.com/gopherdata/gophernotes,,,,,
34,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,23,,stencila/stencila,,stencila/cloud,https://github.com/stencila/stencila,2012-05-31 02:43:31.000,2022-02-03 01:08:08.000000,2022-02-02 00:11:36,33.0,59.0,491.0,621.0,8748.0,2022-02-02 00:11:41,1.0.4,1141.0,442.0,100.0,16.0,16.0,32.0,,,,,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,2.0,Apache-2.0,stencila,https://www.npmjs.com/package/stencila,160.0,,,,,,,,,
35,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,mapboxgl,mapbox/mapboxgl-jupyter,,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,127.0,32.0,67.0,599.0,221.0,2019-06-03 21:24:10,0.10.2,,16887.0,14.0,124.0,124.0,21.0,https://pypi.org/project/mapboxgl,,,,,,,,2.0,MIT,,,,16887.0,4.0,,,,,,,
36,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,23,watermark,rasbt/watermark,conda-forge/watermark,,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000,2022-01-29 23:24:03.000000,2022-01-29 23:24:03,73.0,15.0,28.0,593.0,94.0,2022-01-04 01:53:30,2.3.0,,3031.0,15.0,1338.0,1338.0,19.0,https://pypi.org/project/watermark,https://anaconda.org/conda-forge/watermark,2022-01-04 05:10:16.030,194003.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,,
37,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,23,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000,2022-02-02 18:34:36.000000,2022-02-02 17:01:21,40.0,37.0,65.0,521.0,392.0,2021-12-01 08:33:39,0.10.2,,1294.0,28.0,369.0,369.0,14.0,https://pypi.org/project/ipycanvas,https://anaconda.org/conda-forge/ipycanvas,2021-12-01 13:09:01.830,37541.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,,
38,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,23,,QuantStack/ipycytoscape,conda-forge/ipycytoscape,,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000,2022-02-03 10:32:41.000000,2022-02-02 15:32:42,48.0,56.0,93.0,177.0,665.0,2021-11-27 02:44:57,1.3.0,3.0,1160.0,18.0,57.0,57.0,30.0,,https://anaconda.org/conda-forge/ipycytoscape,2022-01-18 19:08:24.277,26683.0,,,,,2.0,BSD-3-Clause,,,,,,cytoscape/ipycytoscape,,,,,,
39,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,23,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000,2022-01-27 10:10:12.000000,2021-06-27 18:55:19,148.0,55.0,77.0,171.0,167.0,2018-06-14 12:02:35,1.2.2,,9273.0,3.0,86.0,86.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,22949.0,,,,,1.0,BSD-3-Clause,,,,8752.0,,,,,,,,
40,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,22,beakerx,twosigma/beakerx,conda-forge/beakerx,beakerx/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000,2021-11-18 19:15:17.218000,2021-01-21 14:02:57,370.0,343.0,4174.0,2627.0,1689.0,2018-12-04 18:27:21,1.3.0,31.0,17800.0,39.0,,,43.0,https://pypi.org/project/beakerx,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218,484758.0,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,22.0,244608.0,2.0,Apache-2.0,beakerx,https://www.npmjs.com/package/beakerx,418.0,5740.0,,,,,,,,
41,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,22,nbdime,jupyter/nbdime,conda-forge/nbdime,,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000,2021-11-03 11:51:17.000000,2021-11-03 11:51:16,122.0,60.0,218.0,2162.0,1952.0,,,,65326.0,21.0,64.0,64.0,34.0,https://pypi.org/project/nbdime,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,437080.0,,,,,2.0,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,58277.0,,,,,,,,,
42,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,22,,jupyter/nbviewer,,jupyter/nbviewer,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000,2022-02-02 07:44:02.000000,2022-02-01 13:41:44,484.0,158.0,401.0,1999.0,1401.0,,,,22614.0,,7.0,7.0,87.0,,,,,https://hub.docker.com/r/jupyter/nbviewer,2022-02-01 13:43:58.134185,27.0,2578074.0,2.0,BSD-3-Clause,,,,,,,,,,,,
43,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,22,,IRkernel/IRkernel,r/r-irkernel,jupyter/r-notebook,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000,2022-02-02 23:40:00.015393,2022-01-04 12:48:23,285.0,55.0,501.0,1493.0,588.0,2022-01-03 22:04:04,1.3,,12949.0,17.0,,,40.0,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173,55431.0,https://hub.docker.com/r/jupyter/r-notebook,2022-02-02 23:40:00.015393,42.0,1178322.0,1.0,MIT,,,,,,,,IRkernel,,,,
44,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra,elyra-ai/elyra,conda-forge/elyra,,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000,2022-02-03 00:55:50.000000,2022-02-02 18:47:00,201.0,210.0,1077.0,1211.0,1460.0,,,,516.0,12.0,28.0,28.0,40.0,https://pypi.org/project/elyra,https://anaconda.org/conda-forge/elyra,2021-04-27 19:22:26.105,9292.0,,,,,1.0,Apache-2.0,,,,,,,,,,,,
45,JupyterLab TOC,True,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,22,,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000,2022-01-22 04:28:12.000000,2021-08-10 23:33:21,101.0,64.0,51.0,714.0,523.0,2018-04-16 17:16:10,0.2.0,,102763.0,1.0,175.0,175.0,14.0,,,,,,,,,1.0,BSD-3-Clause,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,102763.0,,,,,,,,,
